Date,Open,High,Low,Close,Daily Pct Return
2020-01-02,151.0,152.8000030517578,149.61000061035156,151.6199951171875,1.3841471234963931
2020-01-03,149.5,153.58999633789062,149.5,152.5,0.5804016034510084
2020-01-06,151.49000549316406,157.0,150.35000610351562,156.72000122070312,2.767213915215172
2020-01-07,156.6999969482422,157.85000610351562,155.00999450683594,156.02000427246094,-0.4466545066295735
2020-01-08,156.3300018310547,159.47999572753906,155.33999633789062,158.77999877929688,1.7690004045994634
2020-01-09,157.83999633789062,159.97999572753906,157.11000061035156,157.74000549316406,-0.6549901084067833
2020-01-10,157.74000549316406,158.66000366210938,154.89999389648438,156.0399932861328,-1.0777305362176692
2020-01-13,152.1999969482422,154.11500549316406,150.26499938964844,150.8699951171875,-3.313251981153964
2020-01-14,151.6199951171875,152.1300048828125,148.22000122070312,149.39999389648438,-0.9743496177363253
2020-01-15,149.38999938964844,152.82000732421875,149.35499572753906,152.4499969482422,2.0415014567343848
2020-01-16,153.35000610351562,153.35000610351562,150.27000427246094,151.83999633789062,-0.40013159892594574
2020-01-17,152.0800018310547,152.64999389648438,146.6199951171875,148.33999633789062,-2.305058011336769
2020-01-21,147.5,149.44000244140625,145.71499633789062,148.9499969482422,0.41121789497831074
2020-01-22,150.0,152.92999267578125,147.02999877929688,148.1199951171875,-0.5572352118564328
2020-01-23,148.0,150.9499969482422,147.63999938964844,148.97000122070312,0.5738631727898236
2020-01-24,149.35000610351562,150.2100067138672,145.89999389648438,146.6300048828125,-1.5707835931503156
2020-01-27,143.10000610351562,145.3800048828125,141.5,144.33999633789062,-1.5617598504153785
2020-01-28,145.0,145.59500122070312,143.05999755859375,144.3000030517578,-0.027707695127821008
2020-01-29,144.94000244140625,144.94000244140625,141.4199981689453,141.57000732421875,-1.8918888910625098
2020-01-30,140.14999389648438,142.97000122070312,140.0,142.7100067138672,0.805254877918915
2020-01-31,143.0,143.02000427246094,140.10000610351562,141.3000030517578,-0.9880201778256659
2020-02-03,141.72999572753906,146.57000732421875,141.5,146.5,3.680110994999364
2020-02-04,149.0500030517578,156.0,148.64700317382812,154.30999755859375,5.331056353988917
2020-02-05,150.0,152.0,145.36000061035156,147.0,-4.7372157826767065
2020-02-06,146.6199951171875,154.5500030517578,145.60000610351562,154.3699951171875,5.013602120535721
2020-02-07,152.7899932861328,155.0,150.7100067138672,154.5500030517578,0.11660811055520526
2020-02-10,152.6300048828125,154.2899932861328,147.89999389648438,148.3300018310547,-4.024588222505621
2020-02-11,149.35000610351562,150.97999572753906,145.02000427246094,145.77000427246094,-1.7258798132487985
2020-02-12,146.16000366210938,147.44000244140625,144.1699981689453,147.0800018310547,0.8986742952584503
2020-02-13,146.88999938964844,146.88999938964844,141.3000030517578,141.5,-3.7938548827761265
2020-02-14,142.72000122070312,144.4600067138672,140.85000610351562,141.0,-0.35335689045936647
2020-02-18,141.5,145.1300048828125,140.89999389648438,144.6300048828125,2.5744715480939817
2020-02-19,145.57000732421875,146.33999633789062,143.0,143.36000061035156,-0.8781056693526135
2020-02-20,143.35000610351562,148.17999267578125,142.17999267578125,147.86000061035156,3.138950879493141
2020-02-21,146.75999450683594,147.10000610351562,143.05999755859375,146.9499969482422,-0.6154495187021269
2020-02-24,140.47999572753906,146.6999969482422,139.13099670410156,145.3300018310547,-1.102412487805693
2020-02-25,146.8300018310547,147.9499969482422,141.2100067138672,141.8000030517578,-2.4289539219854106
