Date,Open,High,Low,Close,Daily Pct Return
2020-01-02,145.2899932861328,148.1999969482422,145.10000610351562,148.1999969482422,2.468361989147616
2020-01-03,146.39999389648438,147.89999389648438,146.0500030517578,146.5,-1.1470964799249583
2020-01-06,145.5399932861328,146.02999877929688,144.30999755859375,145.64999389648438,-0.580208944379268
2020-01-07,145.99000549316406,146.8699951171875,145.4199981689453,145.6999969482422,0.03433096728679974
2020-01-08,145.49000549316406,146.1300048828125,144.82000732421875,145.39999389648438,-0.20590463832637074
2020-01-09,146.47000122070312,146.6300048828125,144.61000061035156,144.8300018310547,-0.3920165676454479
2020-01-10,145.3000030517578,145.5,144.25999450683594,144.6199951171875,-0.14500221722855144
2020-01-13,144.75,144.75,143.36000061035156,143.8800048828125,-0.5116790619273504
2020-01-14,143.41000366210938,146.72000122070312,142.2899932861328,145.1999969482422,0.9174256468122755
2020-01-15,145.7100067138672,145.7100067138672,143.92999267578125,144.32000732421875,-0.6060534728090317
2020-01-16,145.08999633789062,145.42999267578125,144.44000244140625,145.1199951171875,0.5543152386152217
2020-01-17,145.5399932861328,145.63999938964844,144.00999450683594,144.3300018310547,-0.5443724591465693
2020-01-21,144.24000549316406,144.58999633789062,143.00999450683594,143.55999755859375,-0.5335025723634867
2020-01-22,144.4499969482422,144.7899932861328,143.5399932861328,144.00999450683594,0.31345566724361174
2020-01-23,143.60000610351562,143.61000061035156,140.64999389648438,142.1999969482422,-1.2568555153356642
2020-01-24,141.39999389648438,142.25,139.1999969482422,140.0800018310547,-1.4908545447853472
2020-01-27,135.86000061035156,137.72999572753906,135.0,135.89999389648438,-2.9840147629435876
2020-01-28,136.5,138.92999267578125,135.86000061035156,138.3699951171875,1.8175138569796578
2020-01-29,138.60000610351562,138.67999267578125,135.7899932861328,136.05999755859375,-1.6694353112012283
2020-01-30,135.08999633789062,137.85000610351562,134.8300018310547,137.80999755859375,1.2861972889911089
2020-01-31,138.39999389648438,138.6699981689453,137.05999755859375,138.30999755859375,0.3628183795500117
2020-02-03,139.7899932861328,141.82000732421875,139.75,141.32000732421875,2.1762777953559187
2020-02-04,145.49000549316406,145.58999633789062,143.25,144.72999572753906,2.4129551560927
2020-02-05,146.60000610351562,147.3000030517578,138.57000732421875,141.3699951171875,-2.3215647823806473
2020-02-06,141.9199981689453,143.9499969482422,141.22000122070312,142.6999969482422,0.9407949897375367
2020-02-07,141.88999938964844,141.99000549316406,140.1199951171875,141.02000427246094,-1.1772899171053175
2020-02-10,141.02999877929688,142.58999633789062,140.4600067138672,142.58999633789062,1.1133115996765586
2020-02-11,142.85000610351562,142.99000549316406,140.4600067138672,141.00999450683594,-1.1080734074153553
2020-02-12,141.33999633789062,142.22000122070312,140.8699951171875,141.85000610351562,0.5957106796702805
2020-02-13,141.1699981689453,141.89999389648438,140.82000732421875,140.89999389648438,-0.6697301136088574
2020-02-14,141.10000610351562,141.27999877929688,139.1300048828125,139.5399932861328,-0.9652240378028143
2020-02-18,139.02000427246094,139.66000366210938,138.10000610351562,139.13999938964844,-0.28665179570718236
2020-02-19,139.6300048828125,141.8699951171875,139.22999572753906,141.3000030517578,1.552395911732396
2020-02-20,141.6300048828125,141.6300048828125,138.85000610351562,140.3699951171875,-0.6581796988565203
2020-02-21,139.86000061035156,139.8800048828125,138.5800018310547,138.97000122070312,-0.9973597956711377
2020-02-24,132.89999389648438,134.44000244140625,131.2100067138672,133.00999450683594,-4.288700195376616
2020-02-25,133.75,133.94000244140625,127.9800033569336,128.19000244140625,-3.6237818694007773
2020-02-26,126.12000274658203,128.3699951171875,122.12999725341797,123.36000061035156,-3.7678459622952354
2020-02-27,119.80999755859375,122.9000015258789,117.91999816894531,118.04000091552734,-4.312580794830023
2020-02-28,114.51000213623047,118.30999755859375,113.20999908447266,117.6500015258789,-0.33039595613654216
2020-03-02,119.12999725341797,119.9800033569336,116.02999877929688,119.9800033569336,1.9804520194095954
2020-03-03,121.1500015258789,121.77999877929688,115.1500015258789,116.44999694824219,-2.9421622853183615
2020-03-04,118.95999908447266,119.23999786376953,115.4800033569336,119.18000030517578,2.344356744077025
2020-03-05,116.86000061035156,116.95999908447266,112.11000061035156,113.9800033569336,-4.363145607423158
2020-03-06,110.76000213623047,115.87000274658203,110.31999969482422,115.2699966430664,1.1317715811019369
