Date,Open,High,Low,Close,Monthly Pct Return
2020-01-31,326.1000061035156,359.8500061035156,321.20001220703125,345.0899963378906,6.650798444402395
2020-02-29,347.239990234375,392.95001220703125,346.2799987792969,369.0299987792969,6.937321480036673
2020-03-31,373.1099853515625,393.5199890136719,290.25,375.5,1.7532453302184337
2020-04-30,376.04998779296875,449.5199890136719,357.510009765625,419.8500061035156,11.810920400403635
2020-05-31,415.1000061035156,458.9700012207031,397.8599853515625,419.7300109863281,-0.028580472893435793
2020-06-30,418.8299865722656,474.010009765625,404.25,455.0400085449219,8.412550123737494
2020-07-31,454.0,575.3699951171875,454.0,488.8800048828125,7.436707916321583
2020-08-31,490.8599853515625,549.0399780273438,466.54998779296875,529.5599975585938,8.321058801644487
2020-09-30,532.5999755859375,557.3900146484375,458.6000061035156,500.0299987792969,-5.5763273123796475
2020-10-31,506.0299987792969,572.489990234375,472.2099914550781,475.739990234375,-4.85771025822852
2020-11-30,478.8699951171875,518.72998046875,463.4100036621094,490.70001220703125,3.144579450906826
2020-12-31,492.3399963378906,545.5,491.2900085449219,540.72998046875,10.195632161633327
2021-01-31,539.0,593.2899780273438,485.6700134277344,532.3900146484375,-1.5423531377126043
2021-02-28,536.7899780273438,566.6500244140625,518.280029296875,538.8499755859375,1.2133888239368673
2021-03-31,545.5700073242188,556.989990234375,492.8500061035156,521.6599731445312,-3.1901277201904055
2021-04-30,529.9299926757812,563.5599975585938,499.0,513.469970703125,-1.5699886636955207
2021-05-31,512.6500244140625,518.9500122070312,478.5400085449219,502.80999755859375,-2.076065544774486
2021-06-30,504.010009765625,536.1300048828125,482.1400146484375,528.2100219726562,5.051614832122064
2021-07-31,525.719970703125,557.5399780273438,504.6600036621094,517.5700073242188,-2.0143530425078326
2021-08-31,519.0,569.47998046875,505.3699951171875,569.1900024414062,9.97352906596294
2021-09-30,569.0,619.0,568.0800170898438,610.3400268554688,7.229576105967994
2021-10-31,604.239990234375,690.969970703125,594.6799926757812,690.3099975585938,13.102527637772354
2021-11-30,689.0599975585938,700.989990234375,640.010009765625,641.9000244140625,-7.0127874890617115
2021-12-31,649.47998046875,654.52001953125,581.739990234375,602.4400024414062,-6.147378169782137
2022-01-31,605.6099853515625,609.989990234375,351.4599914550781,427.1400146484375,-29.09833129980749
2022-02-28,432.9599914550781,458.4800109863281,354.7200012207031,394.5199890136719,-7.636846119793739
2022-03-31,391.6000061035156,396.5,329.82000732421875,374.5899963378906,-5.05170668933852
2022-04-30,376.79998779296875,396.0199890136719,185.60000610351562,190.36000061035156,-49.1817714110439
2022-05-31,191.7100067138672,204.3800048828125,162.7100067138672,197.44000244140625,3.719269703905259
2022-06-30,198.6999969482422,207.3800048828125,164.27999877929688,174.8699951171875,-11.431324475857817
2022-07-31,176.49000549316406,230.75,169.6999969482422,224.89999389648438,28.60982454180876
2022-08-31,223.10000610351562,251.99000549316406,218.74000549316406,223.55999755859375,-0.5958187524484293
2022-09-30,220.72000122070312,250.49000549316406,214.69000244140625,235.44000244140625,5.314011903985105
2022-10-31,237.85000610351562,305.6300048828125,211.72999572753906,291.8800048828125,23.972138063264083
2022-11-30,296.1700134277344,312.7099914550781,252.08999633789062,305.5299987792969,4.676577246860303
2022-12-31,303.989990234375,332.7200012207031,273.4100036621094,294.8800048828125,-3.485744096826815
