Date,Open,High,Low,Close,Monthly Pct Return
2020-01-31,3244.669921875,3337.77001953125,3214.639892578125,3225.52001953125,-0.16280928190489652
2020-02-29,3235.659912109375,3393.52001953125,2855.840087890625,2954.219970703125,-8.411048363840312
2020-03-31,2974.280029296875,3136.719970703125,2191.860107421875,2584.590087890625,-12.511928240892821
2020-04-30,2498.080078125,2954.860107421875,2447.489990234375,2912.429931640625,12.68440381652789
2020-05-31,2869.090087890625,3068.669921875,2766.639892578125,3044.31005859375,4.528181966555822
2020-06-30,3038.780029296875,3233.1298828125,2965.659912109375,3100.2900390625,1.838839651392421
2020-07-31,3105.919921875,3279.989990234375,3101.169921875,3271.1201171875,5.510132148044367
2020-08-31,3288.260009765625,3514.77001953125,3284.530029296875,3500.31005859375,7.006466690171775
2020-09-30,3507.43994140625,3588.110107421875,3209.449951171875,3363.0,-3.9227970178423055
2020-10-31,3385.8701171875,3549.85009765625,3233.93994140625,3269.9599609375,-2.766578622137972
2020-11-30,3296.199951171875,3645.989990234375,3279.739990234375,3621.6298828125,10.75456354438591
2020-12-31,3645.8701171875,3760.199951171875,3633.39990234375,3756.070068359375,3.712145909357001
2021-01-31,3764.610107421875,3870.89990234375,3662.7099609375,3714.239990234375,-1.1136660755445171
2021-02-28,3731.169921875,3950.429931640625,3725.6201171875,3811.14990234375,2.6091451377448394
2021-03-31,3842.510009765625,3994.409912109375,3723.340087890625,3972.889892578125,4.2438632533165155
2021-04-30,3992.780029296875,4218.77978515625,3992.780029296875,4181.169921875,5.242532134755851
2021-05-31,4191.97998046875,4238.0400390625,4056.8798828125,4204.10986328125,0.548648867060697
2021-06-30,4216.52001953125,4302.43017578125,4164.39990234375,4297.5,2.2214009565834747
2021-07-31,4300.72998046875,4429.97021484375,4233.1298828125,4395.259765625,2.274805482838871
2021-08-31,4406.85986328125,4537.35986328125,4367.72998046875,4522.68017578125,2.8990416255438634
2021-09-30,4528.7998046875,4545.85009765625,4305.91015625,4307.5400390625,-4.75691688019011
2021-10-31,4317.16015625,4608.080078125,4278.93994140625,4605.3798828125,6.914383640060651
2021-11-30,4610.6201171875,4743.830078125,4560.0,4567.0,-0.8333706184746159
2021-12-31,4602.81982421875,4808.93017578125,4495.1201171875,4766.18017578125,4.361291346206486
2022-01-31,4778.14013671875,4818.6201171875,4222.6201171875,4515.5498046875,-5.258516502739385
2022-02-28,4519.56982421875,4595.31005859375,4114.64990234375,4373.93994140625,-3.1360491945908286
2022-03-31,4363.14013671875,4637.2998046875,4157.8701171875,4530.41015625,3.5773288371546252
2022-04-30,4540.31982421875,4593.4501953125,4124.27978515625,4131.93017578125,-8.795671180434306
2022-05-31,4130.60986328125,4307.66015625,3810.320068359375,4132.14990234375,0.005317770464463578
2022-06-30,4149.77978515625,4177.509765625,3636.8701171875,3785.3798828125,-8.391999993382681
2022-07-31,3781.0,4140.14990234375,3721.56005859375,4130.2900390625,9.111639173021002
2022-08-31,4112.3798828125,4325.27978515625,3954.530029296875,3955.0,-4.244012827299837
2022-09-30,3936.72998046875,4119.27978515625,3584.1298828125,3585.6201171875,-9.339567201327437
2022-10-31,3609.780029296875,3905.419921875,3491.580078125,3871.97998046875,7.98634138370089
2022-11-30,3901.7900390625,4080.110107421875,3698.14990234375,4080.110107421875,5.375289335249311
2022-12-31,4087.139892578125,4100.9599609375,3764.489990234375,3839.5,-5.897147407473047
