Date,Open,High,Low,Close,Daily Pct Return
2020-01-02,9039.4599609375,9093.4296875,9010.8896484375,9092.1904296875,1.3328447219192352
2020-01-03,8976.4296875,9065.759765625,8976.4296875,9020.76953125,-0.7855191660339544
2020-01-06,8943.5,9072.41015625,8943.5,9071.4697265625,0.5620384728471706
2020-01-07,9076.6396484375,9091.9296875,9042.5498046875,9068.580078125,-0.031854247708495986
2020-01-08,9068.0302734375,9168.8896484375,9059.3798828125,9129.240234375,0.6689046766684248
2020-01-09,9202.26953125,9215.9501953125,9158.5,9203.4296875,0.8126574744484083
2020-01-10,9232.9501953125,9235.2001953125,9164.66015625,9178.8603515625,-0.2669584793033142
2020-01-13,9213.7197265625,9274.490234375,9193.0595703125,9273.9296875,1.035742263159234
2020-01-14,9270.6103515625,9298.330078125,9226.490234375,9251.330078125,-0.24368967780142858
2020-01-15,9253.759765625,9298.8203125,9231.1396484375,9258.7001953125,0.07966548728952638
2020-01-16,9313.4501953125,9357.919921875,9301.3203125,9357.1298828125,1.0631048141058974
2020-01-17,9392.3701171875,9393.48046875,9346.8095703125,9388.9404296875,0.3399605143178608
2020-01-21,9361.0703125,9397.580078125,9350.2001953125,9370.8095703125,-0.19310868474221587
2020-01-22,9413.6103515625,9439.2900390625,9375.1298828125,9383.76953125,0.13830140117838674
2020-01-23,9377.7197265625,9409.2001953125,9334.1298828125,9402.48046875,0.19939681423002398
2020-01-24,9446.2099609375,9451.4296875,9273.23046875,9314.91015625,-0.9313533039611022
2020-01-27,9092.4599609375,9185.4501953125,9088.0400390625,9139.3095703125,-1.8851559810233676
2020-01-28,9201.8203125,9288.8701171875,9182.330078125,9269.6796875,1.4264766521421501
2020-01-29,9318.259765625,9329.1201171875,9249.0400390625,9275.16015625,0.05912252564013176
2020-01-30,9211.150390625,9303.0,9185.1796875,9298.9296875,0.2562708443798023
2020-01-31,9324.330078125,9324.7998046875,9123.2197265625,9150.9404296875,-1.5914654996416755
2020-02-03,9190.7197265625,9299.849609375,9188.5498046875,9273.400390625,1.338222687366808
2020-02-04,9398.3896484375,9485.3798828125,9374.0498046875,9467.9697265625,2.098144453400308
2020-02-05,9574.099609375,9574.9404296875,9454.9296875,9508.6796875,0.42997561370825554
2020-02-06,9540.98046875,9575.66015625,9505.6796875,9572.150390625,0.6675027996624783
2020-02-07,9526.6396484375,9570.08984375,9496.5302734375,9520.509765625,-0.5394882329740391
2020-02-10,9493.6298828125,9628.66015625,9493.6298828125,9628.3896484375,1.1331313707803048
2020-02-11,9680.8896484375,9714.740234375,9617.2099609375,9638.9404296875,0.10957991559588098
2020-02-12,9688.599609375,9728.76953125,9666.6904296875,9725.9599609375,0.9027914622439681
2020-02-13,9657.0400390625,9748.3203125,9650.01953125,9711.9697265625,-0.14384425219915453
2020-02-14,9728.900390625,9746.3603515625,9693.0498046875,9731.1796875,0.1977967547093895
2020-02-18,9679.0400390625,9747.6796875,9675.7998046875,9732.740234375,0.016036564169130685
2020-02-19,9782.8095703125,9838.3701171875,9777.099609375,9817.1796875,0.8675814939226312
2020-02-20,9799.2001953125,9820.8603515625,9636.9404296875,9750.9697265625,-0.6744295515116572
2020-02-21,9708.009765625,9715.9501953125,9542.330078125,9576.58984375,-1.7883337524623233
2020-02-24,9188.4404296875,9322.8798828125,9166.009765625,9221.2802734375,-3.710188867954778
2020-02-25,9301.2001953125,9315.259765625,8940.490234375,8965.6103515625,-2.7726076455074633
