Date,Open,High,Low,Close,Monthly Pct Return
2020-01-31,145.2899932861328,148.1999969482422,134.8300018310547,138.30999755859375,-4.369776056731512
2020-02-29,139.7899932861328,147.3000030517578,113.20999908447266,117.6500015258789,-14.937456725760134
2020-03-31,119.12999725341797,121.77999877929688,79.06999969482422,96.5999984741211,-17.8920550605582
2020-04-30,93.5,112.69999694824219,92.55999755859375,108.1500015258789,11.956525087163472
2020-05-31,106.36000061035156,123.77999877929688,98.86000061035156,117.30000305175781,8.46047285879088
2020-06-30,117.26000213623047,127.81999969482422,108.0199966430664,111.51000213623047,-4.936062033154887
2020-07-31,112.81999969482422,122.08999633789062,112.0,116.94000244140625,4.869518609229351
2020-08-31,116.16999816894531,136.8000030517578,115.3499984741211,131.8699951171875,12.767224528887834
2020-09-30,131.9199981689453,137.24000549316406,120.77999877929688,124.08000183105469,-5.907328106905718
2020-10-31,124.94000244140625,131.36000061035156,117.2300033569336,121.25,-2.2807880313444606
2020-11-30,122.23999786376953,151.86000061035156,119.80999755859375,148.00999450683594,22.070098562338924
2020-12-31,149.57000732421875,183.39999389648438,148.33999633789062,181.17999267578125,22.410647523815253
2021-01-31,182.25999450683594,182.58999633789062,160.52000427246094,168.1699981689453,-7.180701530393108
2021-02-28,170.83999633789062,200.60000610351562,168.02999877929688,189.0399932861328,12.41005847917136
2021-03-31,193.22999572753906,203.02000427246094,181.00999450683594,184.52000427246094,-2.3910226270640877
2021-04-30,186.42999267578125,191.6699981689453,178.86000061035156,186.02000427246094,0.8129199898484263
2021-05-31,187.69000244140625,189.22000122070312,167.10000610351562,178.64999389648438,-3.9619450632749187
2021-06-30,180.17999267578125,181.00999450683594,171.30999755859375,175.77000427246094,-1.6120849271857196
2021-07-31,175.35000610351562,186.2899932861328,169.80999755859375,176.02000427246094,0.14223132156978568
2021-08-31,177.22000122070312,187.5800018310547,170.9199981689453,181.3000030517578,2.9996583633323803
2021-09-30,181.9600067138672,187.5800018310547,169.02999877929688,169.1699981689453,-6.690570699742137
2021-10-31,172.27999877929688,179.6300048828125,168.14999389648438,169.07000732421875,-0.05910672448355969
2021-11-30,169.2100067138672,179.25,143.11000061035156,144.89999389648438,-14.295861111181306
2021-12-31,146.6999969482422,157.07000732421875,142.0399932861328,154.88999938964844,6.894414019299999
2022-01-31,155.8300018310547,160.32000732421875,129.25999450683594,142.97000122070312,-7.695782953009644
2022-02-28,143.02000427246094,157.5,139.25,148.4600067138672,3.8399702359162236
2022-03-31,147.86000061035156,148.64999389648438,128.3800048828125,137.16000366210938,-7.611479550541011
2022-04-30,137.33999633789062,139.25999450683594,111.36000061035156,111.62999725341797,-18.6133025131612
2022-05-31,111.70999908447266,116.44000244140625,99.47000122070312,110.44000244140625,-1.0660170575031325
2022-06-30,112.01000213623047,112.8499984741211,92.01000213623047,94.4000015258789,-14.523723796581168
2022-07-31,94.23999786376953,106.33999633789062,90.2300033569336,106.0999984741211,12.394064363478563
2022-08-31,104.87000274658203,126.4800033569336,103.86000061035156,112.08000183105469,5.636195516432707
2022-09-30,111.79000091552734,117.48999786376953,94.27999877929688,94.33000183105469,-15.836901953977211
2022-10-31,95.7300033569336,107.43000030517578,90.70999908447266,106.54000091552734,12.943919058054076
2022-11-30,107.69999694824219,108.83999633789062,86.27999877929688,97.87000274658203,-8.137786835406091
2022-12-31,97.87000274658203,99.69000244140625,84.06999969482422,86.87999725341797,-11.229186864969076
