Date,Open,High,Low,Close,Daily Pct Return
2020-01-02,28638.970703125,28872.80078125,28627.76953125,28868.80078125,1.1576012369829414
2020-01-03,28553.330078125,28716.310546875,28500.359375,28634.880859375,-0.8102862451665471
2020-01-06,28465.5,28708.01953125,28418.630859375,28703.380859375,0.23921873583621078
2020-01-07,28639.1796875,28685.5,28565.279296875,28583.6796875,-0.41702812801546196
2020-01-08,28556.140625,28866.1796875,28522.509765625,28745.08984375,0.5646934125160374
2020-01-09,28851.970703125,28988.009765625,28844.310546875,28956.900390625,0.7368581835240029
2020-01-10,28977.51953125,29009.0703125,28789.099609375,28823.76953125,-0.45975521405634545
2020-01-13,28869.009765625,28909.91015625,28819.4296875,28907.05078125,0.28893254197619456
2020-01-14,28895.5,29054.16015625,28872.26953125,28939.669921875,0.11284146858094868
2020-01-15,28901.80078125,29127.58984375,28897.349609375,29030.220703125,0.31289500362114975
2020-01-16,29131.94921875,29300.3203125,29131.94921875,29297.640625,0.9211777086014727
2020-01-17,29313.310546875,29373.619140625,29289.91015625,29348.099609375,0.17222883241985176
2020-01-21,29269.05078125,29341.2109375,29146.470703125,29196.0390625,-0.5181274048368878
2020-01-22,29263.630859375,29320.19921875,29172.259765625,29186.26953125,-0.03346183785096768
2020-01-23,29111.01953125,29190.470703125,28966.98046875,29160.08984375,-0.0896986422741275
2020-01-24,29230.390625,29288.7890625,28843.310546875,28989.73046875,-0.5842210223385602
2020-01-27,28542.490234375,28671.7890625,28440.470703125,28535.80078125,-1.565829278714137
2020-01-28,28594.279296875,28823.23046875,28575.75,28722.849609375,0.6554882743921686
2020-01-29,28820.529296875,28944.240234375,28728.189453125,28734.44921875,0.04038460505400021
2020-01-30,28640.16015625,28879.7109375,28489.759765625,28859.439453125,0.4349839226897023
2020-01-31,28813.0390625,28813.0390625,28169.529296875,28256.029296875,-2.0908588929112404
2020-02-03,28319.650390625,28630.390625,28319.650390625,28399.810546875,0.5088515746120903
2020-02-04,28696.740234375,28904.880859375,28696.740234375,28807.630859375,1.435996595212763
2020-02-05,29048.73046875,29308.890625,29000.849609375,29290.849609375,1.6773984377918438
2020-02-06,29388.580078125,29408.05078125,29246.9296875,29379.76953125,0.3035757687497753
2020-02-07,29286.919921875,29286.919921875,29056.98046875,29102.509765625,-0.9437098045649739
2020-02-10,28995.66015625,29278.0703125,28995.66015625,29276.8203125,0.5989536582198474
2020-02-11,29390.7109375,29415.390625,29210.470703125,29276.33984375,-0.0016411234036728395
2020-02-12,29406.75,29568.5703125,29406.75,29551.419921875,0.9395985959758768
2020-02-13,29436.029296875,29535.400390625,29345.9296875,29423.310546875,-0.4335134329879309
2020-02-14,29440.470703125,29463.0390625,29283.1796875,29398.080078125,-0.08574993187733249
2020-02-18,29282.779296875,29330.16015625,29116.810546875,29232.189453125,-0.5642906766671452
2020-02-19,29312.69921875,29409.08984375,29274.380859375,29348.029296875,0.39627494866834034
2020-02-20,29296.25,29368.44921875,28959.650390625,29219.98046875,-0.436311504359288
2020-02-21,29146.529296875,29146.529296875,28892.69921875,28992.41015625,-0.7788174695851691
2020-02-24,28402.9296875,28402.9296875,27912.439453125,27960.80078125,-3.558204955849842
2020-02-25,28037.650390625,28149.19921875,26997.619140625,27081.359375,-3.1452654490487175
2020-02-26,27159.4609375,27542.779296875,26890.970703125,26957.58984375,-0.45702850265433304
2020-02-27,26526.0,26775.310546875,25752.8203125,25766.640625,-4.417862374392179
2020-02-28,25270.830078125,25494.240234375,24681.009765625,25409.359375,-1.386603924041807
2020-03-02,25590.509765625,26706.169921875,25391.9609375,26703.3203125,5.09245793411508
2020-03-03,26762.470703125,27084.58984375,25706.279296875,25917.41015625,-2.943117736119538
2020-03-04,26383.6796875,27102.33984375,26286.310546875,27090.859375,4.527648448188115
2020-03-05,26671.919921875,26671.919921875,25943.330078125,26121.279296875,-3.5789934335554885
2020-03-06,25457.2109375,25994.380859375,25226.619140625,25864.779296875,-0.9819580315527876
2020-03-09,24992.359375,24992.359375,23706.0703125,23851.01953125,-7.785721820824909
2020-03-10,24453.0,25020.990234375,23690.33984375,25018.16015625,4.893462199679943
2020-03-11,24604.630859375,24604.630859375,23328.3203125,23553.220703125,-5.855504337552297
2020-03-12,22184.7109375,22837.94921875,21154.4609375,21200.619140625,-9.98844952948562
2020-03-13,21973.8203125,23189.759765625,21285.369140625,23185.619140625,9.362934105053133
